import time: self [us] | cumulative | imported package
import time:      7550 |       7550 |                     tensorflow
import time:        91 |       7640 |                   tensorflow.tools
import time:        78 |       7717 |                 tensorflow.tools.docs
import time:       821 |       9296 |               mediapipe.tasks.python.core.optional_dependencies
import time:      1344 |     144898 |             mediapipe.tasks.python.audio.core.base_audio_task_api
import time:       779 |        779 |               mediapipe.tasks.python.components
import time:      2784 |       2784 |               mediapipe.tasks.python.components.containers.audio_data
import time:      2735 |       2735 |               mediapipe.tasks.python.components.containers.bounding_box
import time:      2746 |       2746 |               mediapipe.tasks.python.components.containers.category
import time:      3975 |       3975 |               mediapipe.tasks.python.components.containers.classification_result
import time:      2701 |       2701 |                 mediapipe.tasks.python.components.containers.keypoint
import time:      4720 |       7420 |               mediapipe.tasks.python.components.containers.detections
import time:      1835 |       1835 |                 mediapipe.tasks.cc.components.containers.proto.embeddings_pb2
import time:      4678 |       6512 |               mediapipe.tasks.python.components.containers.embedding_result
import time:      5118 |       5118 |               mediapipe.tasks.python.components.containers.landmark
import time:      1036 |       1036 |                 mediapipe.tasks.cc.components.containers.proto.landmarks_detection_result_pb2
import time:      5022 |       5022 |                 mediapipe.tasks.python.components.containers.rect
import time:      3402 |       9459 |               mediapipe.tasks.python.components.containers.landmark_detection_result
import time:      3772 |      45295 |             mediapipe.tasks.python.components.containers
import time:      6031 |       6031 |             mediapipe.tasks.python.core.base_options
import time:      1246 |       1246 |               mediapipe.calculators.core.flow_limiter_calculator_pb2
import time:      3350 |       4595 |             mediapipe.tasks.python.core.task_info
import time:      5176 |     221404 |           mediapipe.tasks.python.audio.audio_classifier
import time:      3122 |       3122 |               mediapipe.tasks.cc.audio.audio_embedder
import time:      1393 |       4514 |             mediapipe.tasks.cc.audio.audio_embedder.proto
import time:      1229 |       1229 |               mediapipe.tasks.cc.components.processors.proto.embedder_options_pb2
import time:      4257 |       5486 |             mediapipe.tasks.cc.audio.audio_embedder.proto.audio_embedder_graph_options_pb2
import time:      4403 |      14402 |           mediapipe.tasks.python.audio.audio_embedder
import time:      1219 |     237747 |         mediapipe.tasks.python.audio
import time:      1127 |       1127 |         mediapipe.tasks.python.genai
import time:       604 |        604 |                 mediapipe.tasks.cc.text
import time:       916 |       1519 |               mediapipe.tasks.cc.text.text_classifier
import time:       853 |       2371 |             mediapipe.tasks.cc.text.text_classifier.proto
import time:      1139 |       1139 |             mediapipe.tasks.cc.text.text_classifier.proto.text_classifier_graph_options_pb2
import time:      1069 |       1069 |             mediapipe.tasks.python.text.core
import time:      1545 |       1545 |             mediapipe.tasks.python.text.core.base_text_task_api
import time:     10106 |      16228 |           mediapipe.tasks.python.text.language_detector
import time:      3504 |       3504 |           mediapipe.tasks.python.text.text_classifier
import time:      2169 |       2169 |               mediapipe.tasks.cc.text.text_embedder
import time:      1635 |       3804 |             mediapipe.tasks.cc.text.text_embedder.proto
import time:      1439 |       1439 |             mediapipe.tasks.cc.text.text_embedder.proto.text_embedder_graph_options_pb2
import time:       951 |        951 |             mediapipe.tasks.python.components.utils
import time:      1098 |       1098 |             mediapipe.tasks.python.components.utils.cosine_similarity
import time:      3841 |      11131 |           mediapipe.tasks.python.text.text_embedder
import time:       883 |      31745 |         mediapipe.tasks.python.text
import time:      1067 |       1067 |           mediapipe.tasks.python.vision.core
import time:      1665 |       1665 |                 mediapipe.tasks.cc.vision
import time:      1133 |       2798 |               mediapipe.tasks.cc.vision.face_stylizer
import time:      1089 |       3886 |             mediapipe.tasks.cc.vision.face_stylizer.proto
import time:       867 |        867 |                 mediapipe.tasks.cc.vision.face_landmarker
import time:      1126 |       1992 |               mediapipe.tasks.cc.vision.face_landmarker.proto
import time:       644 |        644 |                   mediapipe.tasks.cc.vision.face_detector
import time:      1035 |       1679 |                 mediapipe.tasks.cc.vision.face_detector.proto
import time:      1284 |       1284 |                 mediapipe.tasks.cc.vision.face_detector.proto.face_detector_graph_options_pb2
import time:       751 |        751 |                   mediapipe.tasks.cc.vision.face_geometry
import time:      1153 |       1903 |                 mediapipe.tasks.cc.vision.face_geometry.proto
import time:      1059 |       1059 |                   mediapipe.tasks.cc.vision.face_geometry.calculators
import time:      1800 |       1800 |                   mediapipe.tasks.cc.vision.face_geometry.calculators.geometry_pipeline_calculator_pb2
import time:      6564 |       9422 |                 mediapipe.tasks.cc.vision.face_geometry.proto.face_geometry_graph_options_pb2
import time:      1214 |       1214 |                   mediapipe.tasks.cc.vision.face_landmarker.proto.face_blendshapes_graph_options_pb2
import time:      1859 |       3073 |                 mediapipe.tasks.cc.vision.face_landmarker.proto.face_landmarks_detector_graph_options_pb2
import time:      2056 |      19416 |               mediapipe.tasks.cc.vision.face_landmarker.proto.face_landmarker_graph_options_pb2
import time:      1411 |      22818 |             mediapipe.tasks.cc.vision.face_stylizer.proto.face_stylizer_graph_options_pb2
import time:      3445 |       3445 |               mediapipe.tasks.python.vision.core.image_processing_options
import time:      1653 |       1653 |               mediapipe.tasks.python.vision.core.vision_task_running_mode
import time:      1940 |       7037 |             mediapipe.tasks.python.vision.core.base_vision_task_api
import time:      3031 |      36772 |           mediapipe.tasks.python.vision.face_aligner
import time:      5479 |       5479 |           mediapipe.tasks.python.vision.face_detector
import time:      1042 |       1042 |               mediapipe.tasks.cc.vision.face_geometry.proto.mesh_3d_pb2
import time:       994 |       2035 |             mediapipe.tasks.cc.vision.face_geometry.proto.face_geometry_pb2
import time:     16299 |      18333 |           mediapipe.tasks.python.vision.face_landmarker
import time:      3696 |       3696 |           mediapipe.tasks.python.vision.face_stylizer
import time:      1700 |       1700 |               mediapipe.tasks.cc.vision.gesture_recognizer
import time:      1380 |       3079 |             mediapipe.tasks.cc.vision.gesture_recognizer.proto
import time:      1999 |       1999 |                 mediapipe.tasks.cc.vision.gesture_recognizer.proto.gesture_classifier_graph_options_pb2
import time:       907 |        907 |                 mediapipe.tasks.cc.vision.gesture_recognizer.proto.gesture_embedder_graph_options_pb2
import time:      2032 |       4936 |               mediapipe.tasks.cc.vision.gesture_recognizer.proto.hand_gesture_recognizer_graph_options_pb2
import time:       648 |        648 |                 mediapipe.tasks.cc.vision.hand_landmarker
import time:       764 |       1411 |               mediapipe.tasks.cc.vision.hand_landmarker.proto
import time:       509 |        509 |                   mediapipe.tasks.cc.vision.hand_detector
import time:      1092 |       1600 |                 mediapipe.tasks.cc.vision.hand_detector.proto
import time:      1122 |       1122 |                 mediapipe.tasks.cc.vision.hand_detector.proto.hand_detector_graph_options_pb2
import time:       893 |        893 |                 mediapipe.tasks.cc.vision.hand_landmarker.proto.hand_landmarks_detector_graph_options_pb2
import time:      1184 |       4797 |               mediapipe.tasks.cc.vision.hand_landmarker.proto.hand_landmarker_graph_options_pb2
import time:      2113 |      13255 |             mediapipe.tasks.cc.vision.gesture_recognizer.proto.gesture_recognizer_graph_options_pb2
import time:      3180 |       3180 |               mediapipe.tasks.python.components.processors.classifier_options
import time:      1359 |       4539 |             mediapipe.tasks.python.components.processors
import time:      9838 |      30710 |           mediapipe.tasks.python.vision.gesture_recognizer
import time:     10096 |      10096 |           mediapipe.tasks.python.vision.hand_landmarker
import time:       651 |        651 |               mediapipe.tasks.cc.vision.holistic_landmarker
import time:      1068 |       1718 |             mediapipe.tasks.cc.vision.holistic_landmarker.proto
import time:      1077 |       1077 |               mediapipe.tasks.cc.vision.hand_landmarker.proto.hand_roi_refinement_graph_options_pb2
import time:       762 |        762 |                 mediapipe.tasks.cc.vision.pose_detector
import time:      1166 |       1927 |               mediapipe.tasks.cc.vision.pose_detector.proto
import time:      1347 |       1347 |               mediapipe.tasks.cc.vision.pose_detector.proto.pose_detector_graph_options_pb2
import time:      2066 |       2066 |                 mediapipe.tasks.cc.vision.pose_landmarker
import time:      1608 |       3673 |               mediapipe.tasks.cc.vision.pose_landmarker.proto
import time:      1499 |       1499 |               mediapipe.tasks.cc.vision.pose_landmarker.proto.pose_landmarks_detector_graph_options_pb2
import time:      2167 |      11689 |             mediapipe.tasks.cc.vision.holistic_landmarker.proto.holistic_landmarker_graph_options_pb2
import time:      1017 |       1017 |             mediapipe.tasks.cc.vision.holistic_landmarker.proto.holistic_result_pb2
import time:      8931 |      23353 |           mediapipe.tasks.python.vision.holistic_landmarker
import time:       578 |        578 |               mediapipe.tasks.cc.vision.image_classifier
import time:       736 |       1313 |             mediapipe.tasks.cc.vision.image_classifier.proto
import time:       953 |        953 |             mediapipe.tasks.cc.vision.image_classifier.proto.image_classifier_graph_options_pb2
import time:      4709 |       6975 |           mediapipe.tasks.python.vision.image_classifier
import time:      1074 |       1074 |               mediapipe.tasks.cc.vision.image_embedder
import time:      1002 |       2076 |             mediapipe.tasks.cc.vision.image_embedder.proto
import time:      1395 |       1395 |             mediapipe.tasks.cc.vision.image_embedder.proto.image_embedder_graph_options_pb2
import time:      5765 |       9235 |           mediapipe.tasks.python.vision.image_embedder
import time:       528 |        528 |               mediapipe.tasks.cc.vision.image_segmenter
import time:       702 |       1230 |             mediapipe.tasks.cc.vision.image_segmenter.calculators
import time:       619 |        619 |               mediapipe.tasks.cc.vision.image_segmenter.proto
import time:      1172 |       1172 |               mediapipe.tasks.cc.vision.image_segmenter.proto.segmenter_options_pb2
import time:      1113 |       2903 |             mediapipe.tasks.cc.vision.image_segmenter.calculators.tensors_to_segmentation_calculator_pb2
import time:      1040 |       1040 |             mediapipe.tasks.cc.vision.image_segmenter.proto.image_segmenter_graph_options_pb2
import time:      8306 |      13477 |           mediapipe.tasks.python.vision.image_segmenter
import time:      1503 |       1503 |               mediapipe.util.color_pb2
import time:      2177 |       3680 |             mediapipe.util.render_data_pb2
import time:     11470 |      15149 |           mediapipe.tasks.python.vision.interactive_segmenter
import time:       581 |        581 |               mediapipe.tasks.cc.vision.object_detector
import time:      1370 |       1950 |             mediapipe.tasks.cc.vision.object_detector.proto
import time:      1296 |       1296 |             mediapipe.tasks.cc.vision.object_detector.proto.object_detector_options_pb2
import time:      3946 |       7191 |           mediapipe.tasks.python.vision.object_detector
import time:      1115 |       1115 |             mediapipe.tasks.cc.vision.pose_landmarker.proto.pose_landmarker_graph_options_pb2
import time:      7832 |       8946 |           mediapipe.tasks.python.vision.pose_landmarker
import time:      4090 |     194563 |         mediapipe.tasks.python.vision
import time:      1329 |     467099 |       mediapipe.tasks.python
import time:       861 |    2736300 |     mediapipe
import time:       922 |    2737221 |   reachy_mini_toolbox.vision.head_tracker
import time:      1411 |       1411 |   reachy_mini_toolbox.vision.hand_tracker
import time:       995 |    2739626 | reachy_mini_toolbox.vision
2026-05-14 17:07:59,411 INFO robot_comic.utils:131 | Using mediapipe head tracker in process
INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
2026-05-14 17:07:59,416 INFO robot_comic.utils:165 | Using the selected realtime backend for vision (default). Use --local-vision for local processing.
2026-05-14 17:07:59,416 INFO robot_comic.utils:26 | Startup: +15.25s camera/vision init
2026-05-14 17:07:59,419 INFO robot_comic.utils:26 | Startup: +15.25s movement manager
2026-05-14 17:07:59,420 INFO robot_comic.utils:26 | Startup: +15.25s pause controller ready
2026-05-14 17:07:59,421 INFO robot_comic.utils:26 | Startup: +15.25s face recognition init
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
W0000 00:00:1778774879.422410   39823 inference_feedback_manager.cc:114] Feedback manager requires a model with a single signature inference. Disabling support for feedback tensors.
2026-05-14 17:07:59,422 INFO robot_comic.utils:26 | Startup: +15.25s tool deps ready
2026-05-14 17:07:59,422 INFO robot_comic.utils:294 | Using audio backends: input='moonshine' output='elevenlabs'
import time:      7329 |       7329 |                 google.genai._interactions._utils._path
import time:      1572 |       1572 |                 google.genai._interactions._utils._sync
import time:      1744 |       1744 |                 google.genai._interactions._utils._proxy
import time:     26668 |      26668 |                   google.genai._interactions._types
import time:      2639 |      29307 |                 google.genai._interactions._utils._utils
import time:      3539 |       3539 |                   google.genai._interactions._utils._datetime_parse
import time:      1187 |       4725 |                 google.genai._interactions._utils._compat
import time:      1226 |       1226 |                 google.genai._interactions._utils._typing
import time:      1514 |       1514 |                 google.genai._interactions._utils._streams
import time:      4210 |       4210 |                   google.genai._interactions._files
import time:      2538 |       6748 |                 google.genai._interactions._utils._transform
import time:      6401 |       6401 |                 google.genai._interactions._utils._reflection
import time:      1977 |      62539 |               google.genai._interactions._utils
W0000 00:00:1778774879.505923   39822 inference_feedback_manager.cc:114] Feedback manager requires a model with a single signature inference. Disabling support for feedback tensors.
import time:     10534 |      10534 |                 google.genai._interactions._compat
import time:       982 |        982 |                 google.genai._interactions._constants
import time:      1793 |       1793 |                 pydantic._internal._serializers
import time:     70585 |      83893 |               google.genai._interactions._models
import time:      6377 |       6377 |               google.genai._interactions.types.function
import time:      2942 |       2942 |                 google.genai._interactions.types.tool_choice_type
import time:      9552 |      12493 |               google.genai._interactions.types.allowed_tools
import time:     34822 |     200122 |             google.genai._interactions.types.tool
import time:      4049 |       4049 |                     google.genai._interactions.types.url_citation
import time:      6457 |       6457 |                     google.genai._interactions.types.file_citation
import time:     11089 |      11089 |                     google.genai._interactions.types.place_citation
import time:      2597 |      24190 |                   google.genai._interactions.types.annotation
import time:      5762 |      29951 |                 google.genai._interactions.types.text_content
import time:      7745 |       7745 |                 google.genai._interactions.types.audio_content
import time:      3955 |       3955 |                 google.genai._interactions.types.image_content
import time:      6072 |       6072 |                 google.genai._interactions.types.video_content
import time:      5812 |       5812 |                 google.genai._interactions.types.thought_content
import time:      6181 |       6181 |                 google.genai._interactions.types.document_content
import time:      2767 |       2767 |                 google.genai._interactions.types.function_call_content
import time:      4907 |       4907 |                 google.genai._interactions.types.function_result_content
import time:      5159 |       5159 |                 google.genai._interactions.types.file_search_call_content
import time:      3791 |       3791 |                   google.genai._interactions.types.google_maps_call_arguments
import time:      9125 |      12915 |                 google.genai._interactions.types.google_maps_call_content
import time:      3206 |       3206 |                   google.genai._interactions.types.url_context_call_arguments
import time:      4005 |       7211 |                 google.genai._interactions.types.url_context_call_content
import time:      4437 |       4437 |                 google.genai._interactions.types.file_search_result_content
import time:      6639 |       6639 |                   google.genai._interactions.types.google_maps_result
import time:      2763 |       9402 |                 google.genai._interactions.types.google_maps_result_content
import time:      3044 |       3044 |                   google.genai._interactions.types.google_search_call_arguments
import time:      3693 |       6736 |                 google.genai._interactions.types.google_search_call_content
import time:      2962 |       2962 |                   google.genai._interactions.types.url_context_result
import time:      5016 |       7977 |                 google.genai._interactions.types.url_context_result_content
import time:      4494 |       4494 |                   google.genai._interactions.types.code_execution_call_arguments
import time:      3477 |       7971 |                 google.genai._interactions.types.code_execution_call_content
import time:      5935 |       5935 |                   google.genai._interactions.types.google_search_result
import time:      2857 |       8792 |                 google.genai._interactions.types.google_search_result_content
import time:      3646 |       3646 |                 google.genai._interactions.types.mcp_server_tool_call_content
import time:      3851 |       3851 |                 google.genai._interactions.types.code_execution_result_content
import time:      4035 |       4035 |                 google.genai._interactions.types.mcp_server_tool_result_content
import time:      5963 |     155475 |               google.genai._interactions.types.content
import time:      3489 |     158964 |             google.genai._interactions.types.turn
import time:      1722 |       1722 |             google.genai._interactions.types.model
import time:     11413 |      11413 |             google.genai._interactions.types.usage
import time:      1934 |       1934 |               google.genai._interactions.types.signing_secret
import time:      4784 |       6718 |             google.genai._interactions.types.webhook
import time:      1589 |       1589 |               google.genai._interactions.types.function_param
import time:       895 |        895 |               google.genai._interactions.types.allowed_tools_param
import time:      5324 |       7807 |             google.genai._interactions.types.tool_param
import time:      1094 |       1094 |                     google.genai._interactions.types.url_citation_param
import time:      1667 |       1667 |                     google.genai._interactions.types.file_citation_param
import time:      2240 |       2240 |                     google.genai._interactions.types.place_citation_param
import time:       660 |       5659 |                   google.genai._interactions.types.annotation_param
import time:       867 |       6526 |                 google.genai._interactions.types.text_content_param
import time:      1639 |       1639 |                 google.genai._interactions.types.audio_content_param
import time:      1703 |       1703 |                 google.genai._interactions.types.image_content_param
import time:      2549 |       2549 |                 google.genai._interactions.types.video_content_param
import time:      1903 |       1903 |                 google.genai._interactions.types.thought_content_param
import time:      1527 |       1527 |                 google.genai._interactions.types.document_content_param
import time:      2005 |       2005 |                 google.genai._interactions.types.function_call_content_param
import time:      1505 |       1505 |                 google.genai._interactions.types.function_result_content_param
import time:      1233 |       1233 |                 google.genai._interactions.types.file_search_call_content_param
import time:       863 |        863 |                   google.genai._interactions.types.google_maps_call_arguments_param
import time:      1825 |       2687 |                 google.genai._interactions.types.google_maps_call_content_param
import time:       825 |        825 |                   google.genai._interactions.types.url_context_call_arguments_param
import time:      1428 |       2252 |                 google.genai._interactions.types.url_context_call_content_param
import time:      1232 |       1232 |                 google.genai._interactions.types.file_search_result_content_param
import time:      1981 |       1981 |                   google.genai._interactions.types.google_maps_result_param
import time:      1253 |       3233 |                 google.genai._interactions.types.google_maps_result_content_param
import time:      1429 |       1429 |                   google.genai._interactions.types.google_search_call_arguments_param
import time:      1807 |       3236 |                 google.genai._interactions.types.google_search_call_content_param
import time:       970 |        970 |                   google.genai._interactions.types.url_context_result_param
import time:      1415 |       2385 |                 google.genai._interactions.types.url_context_result_content_param
import time:      1110 |       1110 |                   google.genai._interactions.types.code_execution_call_arguments_param
import time:      1442 |       2552 |                 google.genai._interactions.types.code_execution_call_content_param
import time:       942 |        942 |                   google.genai._interactions.types.google_search_result_param
import time:      1916 |       2857 |                 google.genai._interactions.types.google_search_result_content_param
import time:      1300 |       1300 |                 google.genai._interactions.types.mcp_server_tool_call_content_param
import time:      1063 |       1063 |                 google.genai._interactions.types.code_execution_result_content_param
import time:      1537 |       1537 |                 google.genai._interactions.types.mcp_server_tool_result_content_param
import time:      1942 |      46856 |               google.genai._interactions.types.content_param
import time:      1333 |      48188 |             google.genai._interactions.types.turn_param
import time:      4185 |       4185 |             google.genai._interactions.types.error_event
import time:      2716 |       2716 |               google.genai._interactions.types.webhook_config
import time:      2674 |       2674 |               google.genai._interactions.types.dynamic_agent_config
import time:      3973 |       3973 |               google.genai._interactions.types.deep_research_agent_config
import time:      7293 |      16654 |             google.genai._interactions.types.interaction
import time:       684 |        684 |             google.genai._interactions.types.model_param
import time:      3774 |       3774 |             google.genai._interactions.types.usage_param
import time:      2835 |       2835 |             google.genai._interactions.types.content_stop
import time:      2494 |       2494 |             google.genai._interactions.types.image_config
import time:     40357 |      40357 |             google.genai._interactions.types.content_delta
import time:      3522 |       3522 |             google.genai._interactions.types.content_start
import time:      2122 |       2122 |             google.genai._interactions.types.speech_config
import time:       744 |        744 |             google.genai._interactions.types.thinking_level
import time:      7209 |       7209 |               google.genai._interactions.types.tool_choice_config
import time:      3681 |      10890 |             google.genai._interactions.types.generation_config
import time:      1229 |       1229 |             google.genai._interactions.types.image_config_param
import time:      3916 |       3916 |             google.genai._interactions.types.speech_config_param
import time:       973 |        973 |             google.genai._interactions.types.webhook_list_params
import time:       882 |        882 |             google.genai._interactions.types.webhook_ping_params
import time:      1133 |       1133 |             google.genai._interactions.types.webhook_config_param
import time:      3041 |       3041 |               google.genai._interactions.types.interaction_start_event
import time:      2592 |       2592 |               google.genai._interactions.types.interaction_status_update
import time:      2652 |       2652 |               google.genai._interactions.types.interaction_complete_event
import time:      1162 |       9447 |             google.genai._interactions.types.interaction_sse_event
import time:      2054 |       2054 |             google.genai._interactions.types.webhook_create_params
import time:      4217 |       4217 |             google.genai._interactions.types.webhook_list_response
import time:      2119 |       2119 |             google.genai._interactions.types.webhook_ping_response
import time:      2181 |       2181 |             google.genai._interactions.types.webhook_update_params
import time:      1802 |       1802 |             google.genai._interactions.types.interaction_get_params
import time:      1207 |       1207 |               google.genai._interactions.types.tool_choice_config_param
import time:      2638 |       3844 |             google.genai._interactions.types.generation_config_param
import time:      2956 |       2956 |             google.genai._interactions.types.webhook_delete_response
import time:      1518 |       1518 |               google.genai._interactions.types.dynamic_agent_config_param
import time:      2694 |       2694 |               google.genai._interactions.types.deep_research_agent_config_param
import time:      6344 |      10556 |             google.genai._interactions.types.interaction_create_params
import time:      1402 |       1402 |             google.genai._interactions.types.webhook_rotate_signing_secret_params
import time:      2056 |       2056 |             google.genai._interactions.types.webhook_rotate_signing_secret_response
import time:      5986 |     579930 |           google.genai._interactions.types
import time:      2559 |       2559 |             google.genai._interactions._exceptions
import time:      2613 |       2613 |             google.genai._interactions._qs
import time:       611 |        611 |               google.genai.version
import time:      1414 |       2025 |             google.genai._interactions._version
import time:      1693 |       1693 |             google.genai._interactions._streaming
import time:      4923 |       4923 |                 distro.distro
import time:      1463 |       6386 |               distro
import time:      5370 |       5370 |               google.genai._interactions._response
import time:      1668 |       1668 |               google.genai._interactions._utils._json
import time:       890 |        890 |               httpx_aiohttp
import time:     16753 |      31066 |             google.genai._interactions._base_client
import time:      1228 |       1228 |             google.genai._interactions._client_adapter
import time:      2972 |      44152 |           google.genai._interactions._client
import time:      1040 |       1040 |           google.genai._interactions._utils._logs
import time:      1889 |       1889 |           google.genai._interactions._utils._resources_proxy
import time:      2556 |     629565 |         google.genai._interactions
import time:       181 |     629746 |       google.genai._interactions.types
import time:      1258 |     631003 |     google.genai.interactions
import time:       801 |        801 |         pydantic.alias_generators
import time:      6216 |       7016 |       google.genai._common
import time:      1026 |       1026 |         google.genai._base_transformers
import time:      3497 |       4523 |       google.genai._operations_converters
import time:       759 |        759 |       mcp
import time:      5595 |       5595 |             multidict._abc
import time:      1414 |       1414 |               multidict._multidict
import time:      1623 |       3037 |             multidict._compat
import time:      2302 |      10933 |           multidict
import time:      2273 |      13206 |         aiohttp.hdrs
import time:      2032 |       2032 |                   yarl._quoting_c
import time:      1076 |       3107 |                 yarl._quoting
import time:       989 |       4096 |               yarl._quoters
import time:      1677 |       5772 |             yarl._query
import time:      1095 |       1095 |                 propcache
import time:      1894 |       1894 |                   propcache._helpers_c
import time:      1143 |       3037 |                 propcache._helpers
import time:      1344 |       5475 |               propcache.api
import time:      1397 |       1397 |               yarl._parse
import time:       760 |        760 |               yarl._path
import time:      8449 |      16080 |             yarl._url
import time:      1117 |      22968 |           yarl
import time:      4818 |       4818 |               aiohttp.typedefs
import time:      3192 |       8010 |             aiohttp.http_exceptions
import time:      5121 |       5121 |                 aiohttp.client_exceptions
import time:      1905 |       1905 |                   netrc
import time:      1228 |       1228 |                   aiohttp.log
import time:     25162 |      28295 |                 aiohttp.helpers
import time:      1440 |       1440 |                 aiohttp.tcp_helpers
import time:      1426 |      36280 |               aiohttp.base_protocol
import time:       623 |        623 |                 brotlicffi
import time:       423 |        423 |                   backports
import time:       159 |        581 |                 backports.zstd
import time:      4909 |       6113 |               aiohttp.compression_utils
import time:      6633 |       6633 |                   aiohttp._cookie_helpers
import time:      5075 |      11708 |                 aiohttp.abc
import time:      1456 |       1456 |                 aiohttp._http_writer
import time:      4404 |      17566 |               aiohttp.http_writer
import time:     12969 |      12969 |               aiohttp.streams
import time:      2393 |       2393 |               aiohttp._http_parser
import time:     16191 |      91510 |             aiohttp.http_parser
import time:       657 |        657 |                 aiohttp._websocket
import time:      4401 |       4401 |                 aiohttp._websocket.models
import time:      1248 |       1248 |                 aiohttp._websocket.mask
import time:      2893 |       9197 |               aiohttp._websocket.helpers
import time:      2135 |       2135 |                 aiohttp._websocket.reader_c
import time:      1049 |       3183 |               aiohttp._websocket.reader
import time:      1478 |       1478 |               aiohttp._websocket.writer
import time:      1528 |      15386 |             aiohttp.http_websocket
import time:      2495 |     117400 |           aiohttp.http
import time:      8243 |       8243 |           aiohttp.payload
import time:      6261 |       6261 |               aiohttp.multipart
import time:      1873 |       1873 |               aiohttp.formdata
import time:     11926 |      20059 |             aiohttp.client_reqrep
import time:       778 |      20837 |           aiohttp.client_middlewares
import time:      4941 |       4941 |           aiohttp.client_ws
import time:      1240 |       1240 |                 aiohappyeyeballs._staggered
import time:      1203 |       1203 |                 aiohappyeyeballs.types
import time:      2698 |       5141 |               aiohappyeyeballs.impl
import time:      1632 |       1632 |               aiohappyeyeballs.utils
import time:       975 |       7747 |             aiohappyeyeballs
import time:      1482 |       1482 |             aiohttp.client_proto
import time:       456 |        456 |               aiodns
import time:      2110 |       2566 |             aiohttp.resolver
import time:      9177 |      20971 |           aiohttp.connector
import time:      5549 |       5549 |           aiohttp.cookiejar
import time:      1776 |       1776 |                 frozenlist._frozenlist
import time:       933 |       2708 |               frozenlist
import time:      1551 |       4259 |             aiosignal
import time:     37467 |      41726 |           aiohttp.tracing
import time:     11406 |     254036 |         aiohttp.client
import time:      3678 |       3678 |         aiohttp.client_middleware_digest_auth
import time:      3231 |       3231 |         aiohttp.payload_streamer
import time:      1842 |     275991 |       aiohttp
import time:   5516475 |    5804763 |     google.genai.types
import time:      1016 |       1016 |         google.auth.version
import time:       919 |        919 |           google.auth.environment_vars
import time:      3613 |       3613 |           google.auth.exceptions
import time:      1755 |       6285 |         google.auth._default
import time:      1427 |       8727 |       google.auth
import time:      2141 |       2141 |           google.auth._helpers
import time:      7148 |       7148 |           google.auth.metrics
import time:      1179 |       1179 |           google.auth._credentials_base
import time:      1195 |       1195 |           google.auth._refresh_worker
import time:      9542 |      21202 |         google.auth.credentials
import time:      1080 |       1080 |         google.auth.transport
import time:      6940 |       6940 |             google.auth._agent_identity_utils
import time:     11654 |      18594 |           google.auth.transport._mtls_helper
import time:       946 |      19539 |         google.auth.transport.mtls
import time:      5356 |       5356 |           google.oauth2
import time:       999 |        999 |             google.auth._constants
import time:      9902 |       9902 |                 google.auth.crypt.base
import time:      2219 |       2219 |                       cryptography.hazmat.backends.openssl.backend
import time:      1241 |       3459 |                     cryptography.hazmat.backends.openssl
import time:       113 |       3572 |                   cryptography.hazmat.backends.openssl.backend
import time:     22783 |      26355 |                 google.auth.crypt.es
import time:      2776 |       2776 |                 google.auth.crypt.es256
import time:      2157 |       2157 |                   google.auth.crypt._cryptography_rsa
import time:      1749 |       3906 |                 google.auth.crypt.rsa
import time:      2577 |      45513 |               google.auth.crypt
import time:      9253 |      54766 |             google.auth._service_account_info
import time:      4799 |       4799 |               google.auth._exponential_backoff
import time:      1624 |       6423 |             google.auth.iam
import time:      4441 |       4441 |               google.auth._cache
import time:      9660 |      14100 |             google.auth.jwt
import time:      2638 |       2638 |             google.oauth2._client
import time:      3194 |      82118 |           google.oauth2.service_account
import time:      8657 |      96130 |         google.auth.transport.requests
import time:      3246 |       3246 |           tenacity._utils
import time:     12563 |      12563 |           tenacity.retry
import time:      9295 |       9295 |           tenacity.nap
import time:      2383 |       2383 |           tenacity.stop
import time:     18033 |      18033 |           tenacity.wait
import time:      7115 |       7115 |           tenacity.before
import time:      1398 |       1398 |           tenacity.after
import time:       928 |        928 |           tenacity.before_sleep
import time:      8019 |       8019 |           tornado
import time:     10761 |      10761 |             tenacity.asyncio.retry
import time:      6355 |      17115 |           tenacity.asyncio
import time:      3945 |       3945 |                     tornado.speedups
import time:     13447 |      17392 |                   tornado.util
import time:      5370 |      22761 |                 tornado.escape
import time:      1232 |       1232 |                 colorama
import time:      1423 |       1423 |                   _curses
import time:      1477 |       2900 |                 curses
import time:      5162 |      32053 |               tornado.log
import time:      7258 |      39311 |             tornado.concurrent
import time:      9033 |       9033 |             tornado.ioloop
import time:     23240 |      71583 |           tenacity.tornadoweb
import time:     52383 |     204055 |         tenacity
import time:      6059 |       6059 |         google.genai.errors
import time:     29526 |     377588 |       google.genai._api_client
import time:      1195 |       1195 |       google.genai._base_url
import time:     60062 |      60062 |       google.genai._replay_api_client
import time:      1004 |       1004 |         google.genai._api_module
import time:       506 |        506 |               mcp
import time:       130 |        636 |             mcp.types
import time:      1104 |       1740 |           google.genai._mcp_utils
import time:      1197 |       1197 |             mcp
import time:      8860 |      10056 |           google.genai._transformers
import time:       878 |        878 |           google.genai._adapters
import time:       432 |        432 |           mcp
import time:      3548 |      16652 |         google.genai._extra_utils
import time:      3537 |       3537 |         google.genai.pagers
